IP:PORT, LOSS, DELAY
162.159.195.99:7156,50.00%,593 ms
162.159.192.59:5279,50.00%,593 ms
162.159.192.55:7156,50.00%,593 ms
162.159.192.57:7156,50.00%,593 ms
162.159.195.254:7156,50.00%,593 ms
162.159.192.30:7156,50.00%,593 ms
162.159.192.5:7156,50.00%,593 ms
162.159.195.51:5279,50.00%,593 ms
162.159.195.48:7156,50.00%,593 ms
188.114.96.123:7156,50.00%,594 ms
162.159.192.86:7156,50.00%,594 ms
188.114.96.126:5279,50.00%,594 ms
162.159.192.80:5279,50.00%,594 ms
188.114.96.189:5279,50.00%,594 ms
162.159.195.73:7156,50.00%,595 ms
188.114.96.149:5279,50.00%,595 ms
188.114.96.147:5279,50.00%,595 ms
162.159.192.93:5279,50.00%,595 ms
162.159.195.99:5279,50.00%,595 ms
188.114.99.252:4198,50.00%,595 ms
188.114.96.155:5279,50.00%,595 ms
188.114.99.253:4198,50.00%,595 ms
188.114.96.156:7156,50.00%,595 ms
188.114.96.189:7156,50.00%,595 ms
162.159.195.58:7156,50.00%,595 ms
188.114.99.240:4198,50.00%,596 ms
188.114.96.142:7156,50.00%,596 ms
162.159.192.71:5279,50.00%,596 ms
162.159.192.86:5279,50.00%,596 ms
188.114.96.176:7156,50.00%,596 ms
188.114.99.252:942,50.00%,596 ms
188.114.96.144:5279,50.00%,596 ms
188.114.96.163:7156,50.00%,597 ms
188.114.96.163:5279,50.00%,597 ms
188.114.99.253:942,50.00%,599 ms
188.114.99.240:942,50.00%,599 ms
188.114.99.24:942,50.00%,600 ms
188.114.99.238:5279,50.00%,601 ms
188.114.99.24:4198,50.00%,602 ms
188.114.97.88:987,50.00%,603 ms
188.114.97.88:943,50.00%,604 ms
188.114.98.107:864,50.00%,604 ms
162.159.195.73:5279,50.00%,605 ms
188.114.99.26:942,50.00%,606 ms
188.114.99.26:4198,50.00%,606 ms
188.114.99.2:5279,50.00%,608 ms
188.114.97.97:987,50.00%,610 ms
188.114.99.238:1074,50.00%,611 ms
188.114.99.199:864,50.00%,613 ms
188.114.99.199:7103,50.00%,613 ms
188.114.98.107:7103,50.00%,615 ms
188.114.99.215:1074,50.00%,619 ms
188.114.99.235:5279,50.00%,620 ms
188.114.98.148:864,50.00%,620 ms
188.114.99.235:1074,50.00%,626 ms
188.114.98.125:864,50.00%,629 ms
188.114.98.145:864,50.00%,629 ms
188.114.99.198:864,50.00%,629 ms
188.114.98.72:7103,50.00%,630 ms
188.114.98.132:864,50.00%,631 ms
188.114.98.154:7103,50.00%,631 ms
188.114.98.111:7103,50.00%,631 ms
188.114.99.215:5279,50.00%,631 ms
188.114.99.204:5279,50.00%,635 ms
188.114.98.163:864,50.00%,636 ms
188.114.98.162:7103,50.00%,637 ms
188.114.98.148:7103,50.00%,637 ms
188.114.98.134:7103,50.00%,638 ms
188.114.98.111:864,50.00%,638 ms
188.114.98.129:7103,50.00%,638 ms
188.114.98.144:864,50.00%,639 ms
188.114.98.138:864,50.00%,639 ms
188.114.98.146:864,50.00%,639 ms
188.114.98.172:7103,50.00%,640 ms
188.114.98.154:864,50.00%,640 ms
188.114.98.139:7103,50.00%,640 ms
188.114.98.145:7103,50.00%,640 ms
188.114.98.163:7103,50.00%,640 ms
188.114.98.129:864,50.00%,641 ms
188.114.98.146:7103,50.00%,641 ms
188.114.98.131:864,50.00%,641 ms
188.114.98.139:864,50.00%,641 ms
188.114.98.162:864,50.00%,641 ms
188.114.98.131:7103,50.00%,641 ms
188.114.98.134:864,50.00%,641 ms
188.114.98.144:7103,50.00%,642 ms
188.114.98.132:7103,50.00%,642 ms
188.114.98.138:7103,50.00%,642 ms
188.114.98.125:7103,50.00%,642 ms
188.114.98.205:864,50.00%,643 ms
188.114.98.2:864,50.00%,643 ms
188.114.98.174:7103,50.00%,644 ms
188.114.99.2:1074,50.00%,646 ms
188.114.98.179:864,50.00%,646 ms
188.114.98.179:7103,50.00%,646 ms
188.114.99.101:7103,50.00%,646 ms
188.114.98.216:864,50.00%,648 ms
188.114.98.166:864,50.00%,649 ms
188.114.98.166:7103,50.00%,650 ms
188.114.98.172:864,50.00%,650 ms
188.114.98.216:7103,50.00%,650 ms
188.114.98.214:864,50.00%,651 ms
188.114.98.205:7103,50.00%,651 ms
188.114.98.214:7103,50.00%,651 ms
188.114.98.2:7103,50.00%,652 ms
188.114.98.47:864,50.00%,654 ms
188.114.98.174:864,50.00%,655 ms
188.114.98.71:864,50.00%,658 ms
188.114.99.118:7103,50.00%,664 ms
188.114.98.81:7103,50.00%,664 ms
188.114.98.90:864,50.00%,665 ms
188.114.98.83:7103,50.00%,665 ms
188.114.98.56:864,50.00%,665 ms
188.114.98.46:7103,50.00%,666 ms
188.114.98.81:864,50.00%,666 ms
188.114.98.9:7103,50.00%,667 ms
188.114.98.56:7103,50.00%,667 ms
188.114.98.254:864,50.00%,667 ms
188.114.99.198:7103,50.00%,667 ms
188.114.98.72:864,50.00%,667 ms
188.114.98.44:864,50.00%,667 ms
188.114.98.254:7103,50.00%,668 ms
188.114.98.71:7103,50.00%,668 ms
188.114.98.34:864,50.00%,668 ms
188.114.98.245:7103,50.00%,668 ms
188.114.98.34:7103,50.00%,669 ms
188.114.98.32:864,50.00%,669 ms
188.114.98.66:7103,50.00%,669 ms
188.114.98.46:864,50.00%,669 ms
188.114.98.245:864,50.00%,669 ms
188.114.98.47:7103,50.00%,669 ms
188.114.98.32:7103,50.00%,669 ms
188.114.98.44:7103,50.00%,669 ms
188.114.98.49:864,50.00%,670 ms
188.114.99.146:7103,50.00%,670 ms
188.114.98.235:7103,50.00%,670 ms
188.114.99.119:864,50.00%,671 ms
188.114.98.235:864,50.00%,671 ms
188.114.99.16:864,50.00%,671 ms
188.114.98.220:7103,50.00%,671 ms
188.114.98.220:864,50.00%,671 ms
188.114.99.104:7103,50.00%,671 ms
188.114.99.120:864,50.00%,672 ms
188.114.99.164:7103,50.00%,672 ms
188.114.99.162:7103,50.00%,672 ms
188.114.99.168:864,50.00%,672 ms
188.114.99.104:864,50.00%,672 ms
188.114.99.124:864,50.00%,672 ms
188.114.99.118:864,50.00%,672 ms
188.114.99.146:864,50.00%,673 ms
188.114.99.12:7103,50.00%,673 ms
188.114.99.149:7103,50.00%,673 ms
188.114.99.149:864,50.00%,673 ms
188.114.99.120:7103,50.00%,673 ms
188.114.99.105:7103,50.00%,673 ms
188.114.99.126:7103,50.00%,674 ms
188.114.99.119:7103,50.00%,674 ms
188.114.99.126:864,50.00%,674 ms
188.114.99.124:7103,50.00%,674 ms
188.114.99.101:864,50.00%,674 ms
188.114.99.105:864,50.00%,675 ms
188.114.99.12:864,50.00%,675 ms
188.114.98.9:864,50.00%,675 ms
188.114.98.83:864,50.00%,675 ms
188.114.98.90:7103,50.00%,675 ms
188.114.98.73:7103,50.00%,676 ms
188.114.98.66:864,50.00%,676 ms
188.114.98.73:864,50.00%,676 ms
188.114.98.49:7103,50.00%,676 ms
188.114.99.194:864,50.00%,678 ms
188.114.99.168:7103,50.00%,678 ms
188.114.99.177:864,50.00%,679 ms
188.114.99.194:7103,50.00%,679 ms
188.114.99.177:7103,50.00%,680 ms
188.114.99.164:864,50.00%,680 ms
188.114.99.16:7103,50.00%,680 ms
188.114.99.162:864,50.00%,681 ms
188.114.99.204:1074,60.00%,674 ms
162.159.193.184:5279,100.00%,1000 ms
162.159.193.239:5279,100.00%,1000 ms
162.159.193.216:5279,100.00%,1000 ms
162.159.193.216:7156,100.00%,1000 ms
162.159.193.248:5279,100.00%,1000 ms
162.159.193.222:7156,100.00%,1000 ms
162.159.193.83:7156,100.00%,1000 ms
162.159.193.71:7156,100.00%,1000 ms
162.159.193.3:7156,100.00%,1000 ms
162.159.193.38:7156,100.00%,1000 ms
162.159.193.174:7156,100.00%,1000 ms
162.159.193.65:7156,100.00%,1000 ms
162.159.193.26:5279,100.00%,1000 ms
162.159.193.220:7156,100.00%,1000 ms
162.159.193.38:5279,100.00%,1000 ms
162.159.193.137:5279,100.00%,1000 ms
162.159.193.217:7156,100.00%,1000 ms
162.159.193.28:5279,100.00%,1000 ms
162.159.193.217:5279,100.00%,1000 ms
162.159.193.135:7156,100.00%,1000 ms
162.159.193.223:7156,100.00%,1000 ms
162.159.193.53:5279,100.00%,1000 ms
162.159.193.14:5279,100.00%,1000 ms
162.159.193.23:5279,100.00%,1000 ms
162.159.193.50:7156,100.00%,1000 ms
162.159.193.59:7156,100.00%,1000 ms
162.159.193.138:7156,100.00%,1000 ms
162.159.193.178:7156,100.00%,1000 ms
162.159.193.148:7156,100.00%,1000 ms
162.159.193.50:5279,100.00%,1000 ms
162.159.193.174:5279,100.00%,1000 ms
162.159.193.178:5279,100.00%,1000 ms
162.159.193.228:5279,100.00%,1000 ms
162.159.193.145:7156,100.00%,1000 ms
162.159.193.208:7156,100.00%,1000 ms
162.159.193.143:7156,100.00%,1000 ms
162.159.193.18:7156,100.00%,1000 ms
162.159.193.86:7156,100.00%,1000 ms
162.159.193.80:5279,100.00%,1000 ms
162.159.193.30:7156,100.00%,1000 ms
162.159.193.80:7156,100.00%,1000 ms
162.159.193.223:5279,100.00%,1000 ms
162.159.193.122:7156,100.00%,1000 ms
162.159.193.26:7156,100.00%,1000 ms
162.159.193.17:5279,100.00%,1000 ms
162.159.193.86:5279,100.00%,1000 ms
162.159.193.180:7156,100.00%,1000 ms
162.159.193.165:5279,100.00%,1000 ms
162.159.193.200:7156,100.00%,1000 ms
162.159.193.148:5279,100.00%,1000 ms
162.159.193.165:7156,100.00%,1000 ms
162.159.193.52:7156,100.00%,1000 ms
162.159.193.2:7156,100.00%,1000 ms
162.159.193.20:7156,100.00%,1000 ms
162.159.193.210:7156,100.00%,1000 ms
162.159.193.163:7156,100.00%,1000 ms
162.159.193.145:5279,100.00%,1000 ms
162.159.193.153:5279,100.00%,1000 ms
162.159.193.163:5279,100.00%,1000 ms
162.159.193.222:5279,100.00%,1000 ms
162.159.193.184:7156,100.00%,1000 ms
162.159.193.207:7156,100.00%,1000 ms
162.159.193.65:5279,100.00%,1000 ms
162.159.193.210:5279,100.00%,1000 ms
162.159.193.185:7156,100.00%,1000 ms
162.159.193.45:5279,100.00%,1000 ms
162.159.193.157:5279,100.00%,1000 ms
162.159.193.42:5279,100.00%,1000 ms
162.159.193.71:5279,100.00%,1000 ms
162.159.193.167:5279,100.00%,1000 ms
162.159.193.245:5279,100.00%,1000 ms
162.159.193.53:7156,100.00%,1000 ms
162.159.193.132:7156,100.00%,1000 ms
162.159.193.241:7156,100.00%,1000 ms
162.159.193.49:7156,100.00%,1000 ms
162.159.193.239:7156,100.00%,1000 ms
162.159.193.83:5279,100.00%,1000 ms
162.159.193.255:7156,100.00%,1000 ms
162.159.193.248:7156,100.00%,1000 ms
162.159.193.241:5279,100.00%,1000 ms
162.159.193.52:5279,100.00%,1000 ms
162.159.193.138:5279,100.00%,1000 ms
162.159.193.249:5279,100.00%,1000 ms
162.159.193.245:7156,100.00%,1000 ms
162.159.193.22:5279,100.00%,1000 ms
162.159.193.153:7156,100.00%,1000 ms
162.159.193.20:5279,100.00%,1000 ms
162.159.193.255:5279,100.00%,1000 ms
162.159.193.30:5279,100.00%,1000 ms
162.159.193.200:5279,100.00%,1000 ms
162.159.193.161:5279,100.00%,1000 ms
162.159.193.23:7156,100.00%,1000 ms
162.159.193.33:5279,100.00%,1000 ms
162.159.193.143:5279,100.00%,1000 ms
162.159.193.45:7156,100.00%,1000 ms
162.159.193.118:5279,100.00%,1000 ms
162.159.193.134:5279,100.00%,1000 ms
162.159.193.228:7156,100.00%,1000 ms
162.159.193.207:5279,100.00%,1000 ms
162.159.193.28:7156,100.00%,1000 ms
162.159.193.220:5279,100.00%,1000 ms
162.159.193.249:7156,100.00%,1000 ms
162.159.193.22:7156,100.00%,1000 ms
162.159.193.167:7156,100.00%,1000 ms
162.159.193.208:5279,100.00%,1000 ms
162.159.193.152:5279,100.00%,1000 ms
162.159.193.161:7156,100.00%,1000 ms
162.159.193.42:7156,100.00%,1000 ms
162.159.193.3:5279,100.00%,1000 ms
162.159.193.181:5279,100.00%,1000 ms
162.159.193.49:5279,100.00%,1000 ms
162.159.193.59:5279,100.00%,1000 ms
162.159.193.181:7156,100.00%,1000 ms
162.159.193.112:7156,100.00%,1000 ms
162.159.193.152:7156,100.00%,1000 ms
162.159.193.185:5279,100.00%,1000 ms
162.159.193.132:5279,100.00%,1000 ms
162.159.193.118:7156,100.00%,1000 ms
162.159.193.103:7156,100.00%,1000 ms
162.159.193.2:5279,100.00%,1000 ms
162.159.193.17:7156,100.00%,1000 ms
162.159.193.122:5279,100.00%,1000 ms
162.159.193.139:7156,100.00%,1000 ms
162.159.193.10:5279,100.00%,1000 ms
162.159.193.33:7156,100.00%,1000 ms
162.159.193.115:7156,100.00%,1000 ms
162.159.193.137:7156,100.00%,1000 ms
162.159.193.103:5279,100.00%,1000 ms
162.159.193.115:5279,100.00%,1000 ms
162.159.193.134:7156,100.00%,1000 ms
162.159.193.116:5279,100.00%,1000 ms
162.159.193.157:7156,100.00%,1000 ms
162.159.193.10:7156,100.00%,1000 ms
162.159.193.14:7156,100.00%,1000 ms
162.159.193.18:5279,100.00%,1000 ms
162.159.193.139:5279,100.00%,1000 ms
162.159.193.112:5279,100.00%,1000 ms
162.159.193.116:7156,100.00%,1000 ms
162.159.193.180:5279,100.00%,1000 ms
162.159.193.135:5279,100.00%,1000 ms
162.159.193.168:5279,100.00%,1000 ms
162.159.192.255:7156,100.00%,1000 ms
162.159.193.168:7156,100.00%,1000 ms
162.159.192.255:5279,100.00%,1000 ms
162.159.193.88:5279,100.00%,1000 ms
162.159.193.88:7156,100.00%,1000 ms
162.159.193.90:5279,100.00%,1000 ms
162.159.193.90:7156,100.00%,1000 ms
